,Voltage (V),Sample,dQ/dV
339,4.0275,17,0.146875
340,4.0285,17,0.1175
341,4.0295,17,0.1175
342,4.0305,17,0.1175
343,4.0315,17,0.1175
344,4.0325,17,0.1175
345,4.0335,17,0.1175
346,4.0345,17,0.1175
347,4.0355,17,0.1175
348,4.0365,17,0.17625
349,4.0375,17,0.235
350,4.0385,17,0.100714286
351,4.0395,17,0.100714286
352,4.0405,17,0.100714286
353,4.0415,17,0.120857143
354,4.0425,17,0.141
355,4.0435,17,0.141
356,4.0445,17,0.141
357,4.0455,17,0.141
358,4.0465,17,0.12925
359,4.0475,17,0.1175
360,4.0485,17,0.1175
361,4.0495,17,0.12925
362,4.0505,17,0.141
363,4.0515,17,0.141
364,4.0525,17,0.141
365,4.0535,17,0.141
366,4.0545,17,8.718277778
367,4.0555,17,0.227314815
368,4.0565,17,0.090972222
369,4.0575,17,0.091018519
370,4.0585,17,0.136527778
371,4.0595,17,0.136388889
372,4.0605,17,0.136388889
373,4.0615,17,0.136388889
374,4.0625,17,0.136388889
375,4.0635,17,0.090925926
376,4.0645,17,0.113657407
377,4.0655,17,0.136388889
378,4.0665,17,0.113657407
379,4.0675,17,0.090925926
380,4.0685,17,0.182037037
381,4.0695,17,0.091018519
382,4.0705,17,0.13625
383,4.0715,17,0.13625
384,4.0725,17,0.136527778
385,4.0735,17,0.091111111
386,4.0745,17,0.182222222
387,4.0755,17,0.136666667
388,4.0765,17,0.091018519
389,4.0775,17,0.113773148
390,4.0785,17,0.136527778
391,4.0795,17,0.136458333
392,4.0805,17,0.136388889
393,4.0815,17,0.113657407
394,4.0825,17,0.090925926
395,4.0835,17,0.170486111
396,4.0845,17,0.068194444
397,4.0855,17,0.102291667
398,4.0865,17,0.136388889
399,4.0875,17,0.136388889
400,4.0885,17,0.113657407
401,4.0895,17,0.090925926
402,4.0905,17,0.136388889
403,4.0915,17,0.090925926
404,4.0925,17,0.215983796
405,4.0935,17,0.068263889
406,4.0945,17,0.102395833
407,4.0955,17,0.136458333
408,4.0965,17,0.136458333
409,4.0975,17,0.136597222
410,4.0985,17,0.113842593
411,4.0995,17,0.091018519
412,4.1005,17,0.136388889
413,4.1015,17,0.090925926
414,4.1025,17,0.181990741
415,4.1035,17,0.091018519
416,4.1045,17,0.113703704
417,4.1055,17,0.136388889
418,4.1065,17,0.136388889
419,4.1075,17,0.136458333
420,4.1085,17,0.102395833
421,4.1095,17,0.068263889
422,4.1105,17,0.102326389
423,4.1115,17,0.136458333
424,4.1125,17,0.136527778
425,4.1135,17,0.113726852
426,4.1145,17,0.090925926
427,4.1155,17,0.090925926
428,4.1165,17,0.181851852
429,4.1175,17,0.091018519
430,4.1185,17,0.113773148
431,4.1195,17,0.136388889
432,4.1205,17,0.136319444
433,4.1215,17,0.11375
434,4.1225,17,0.091111111
435,4.1235,17,0.136666667
436,4.1245,17,0.091018519
437,4.1255,17,0.113773148
438,4.1265,17,0.204791667
439,4.1275,17,0.068194444
440,4.1285,17,0.068194444
441,4.1295,17,0.181851852
442,4.1305,17,0.090925926
443,4.1315,17,0.091018519
444,4.1325,17,0.113773148
445,4.1335,17,0.136458333
446,4.1345,17,0.136319444
447,4.1355,17,0.113541667
448,4.1365,17,0.090833333
449,4.1375,17,0.13625
450,4.1385,17,0.13625
451,4.1395,17,0.090925926
452,4.1405,17,0.113657407
453,4.1415,17,0.136388889
454,4.1425,17,0.113703704
455,4.1435,17,0.091018519
456,4.1445,17,0.091018519
457,4.1455,17,0.090972222
458,4.1465,17,0.090925926
459,4.1475,17,0.181851852
460,4.1485,17,0.090925926
461,4.1495,17,0.136388889
462,4.1505,17,0.090925926
463,4.1515,17,0.181851852
464,4.1525,17,0.068125
465,4.1535,17,0.068125
466,4.1545,17,0.181898148
467,4.1555,17,0.091018519
468,4.1565,17,0.13625
469,4.1575,17,0.136388889
470,4.1585,17,0.136527778
471,4.1595,17,0.068194444
472,4.1605,17,0.068194444
473,4.1615,17,0.136388889
474,4.1625,17,0.13625
475,4.1635,17,0.090833333
476,4.1645,17,0.113611111
477,4.1655,17,0.11375
478,4.1665,17,0.091111111
479,4.1675,17,0.136666667
480,4.1685,17,0.136527778
481,4.1695,17,0.068333333
482,4.1705,17,0.068333333
483,4.1715,17,0.181805556
484,4.1725,17,0.090833333
485,4.1735,17,0.136388889
486,4.1745,17,0.136527778
487,4.1755,17,0.136527778
488,4.1765,17,0.068194444
489,4.1775,17,0.068194444
490,4.1785,17,0.091018519
491,4.1795,17,0.113703704
492,4.1805,17,0.136319444
493,4.1815,17,0.113587963
494,4.1825,17,0.090925926
495,4.1835,17,0.136388889
496,4.1845,17,0.091018519
497,4.1855,17,0.182037037
498,4.1865,17,0.090925926
499,4.1875,17,0.090925926
500,4.1885,17,0.090925926
501,4.1895,17,0.136388889
502,4.1905,17,0.136388889
503,4.1915,17,0.090925926
504,4.1925,17,0.090925926
505,4.1935,17,0.090925926
506,4.1945,17,0.136388889
507,4.1955,17,0.136388889
508,4.1965,17,0.090925926
509,4.1975,17,0.113657407
510,4.1985,17,0.113657407
511,4.1995,17,0.090925926
512,4.2005,17,0.090925926
513,4.2015,17,0.113657407
514,4.2025,17,0.113657407
515,4.2035,17,0.090925926
516,4.2045,17,0.090925926
517,4.2055,17,0.113657407
518,4.2065,17,0.136388889
519,4.2075,17,0.102291667
520,4.2085,17,0.068194444
521,4.2095,17,0.102291667
522,4.2105,17,0.136388889
523,4.2115,17,0.113657407
524,4.2125,17,0.090925926
525,4.2135,17,0.090925926
526,4.2145,17,0.113657407
527,4.2155,17,0.136388889
528,4.2165,17,0.113657407
529,4.2175,17,0.090925926
530,4.2185,17,0.136388889
531,4.2195,17,0.068194444
532,4.2205,17,0.068194444
533,4.2215,17,0.136388889
534,4.2225,17,0.136388889
535,4.2235,17,0.090925926
536,4.2245,17,0.090925926
537,4.2255,17,0.090925926
538,4.2265,17,0.136388889
539,4.2275,17,0.136388889
540,4.2285,17,0.068194444
541,4.2295,17,0.068194444
542,4.2305,17,0.136388889
543,4.2315,17,0.136388889
544,4.2325,17,0.068194444
545,4.2335,17,0.068194444
546,4.2345,17,0.090925926
0,3.6625,16,0.048611111
1,3.6635,16,0.121527778
2,3.6645,16,0.048611111
3,3.6655,16,0.121527778
4,3.6665,16,0.340277778
5,3.6675,16,0.097083333
6,3.6685,16,0.194166667
7,3.6695,16,0.194166667
8,3.6705,16,0.315347222
9,3.6715,16,0.217847222
10,3.6725,16,0.480555556
11,3.6735,16,0.048055556
12,3.6745,16,0.191944444
13,3.6755,16,0.432777778
14,3.6765,16,0.264583333
15,3.6775,16,0.233009259
16,3.6785,16,0.03212963
17,3.6795,16,0.482638889
18,3.6805,16,0.313333333
19,3.6815,16,0.2175
20,3.6825,16,0.193333333
21,3.6835,16,0.29
22,3.6845,16,0.386388889
23,3.6855,16,0.265833333
24,3.6865,16,0.217777778
25,3.6875,16,0.145416667
26,3.6885,16,0.436527778
27,3.6895,16,0.270666667
28,3.6905,16,0.33875
29,3.6915,16,0.169652778
30,3.6925,16,0.387430556
31,3.6935,16,0.096111111
32,3.6945,16,0.265833333
33,3.6955,16,0.435833333
34,3.6965,16,0.169722222
35,3.6975,16,0.315277778
36,3.6985,16,0.193333333
37,3.6995,16,0.386944444
38,3.7005,16,0.289583333
39,3.7015,16,0.192916667
40,3.7025,16,0.193333333
41,3.7035,16,0.241666667
42,3.7045,16,0.410555556
43,3.7055,16,0.120833333
44,3.7065,16,0.193333333
45,3.7075,16,0.458680556
46,3.7085,16,0.178458333
47,3.7095,16,0.241666667
48,3.7105,16,0.193194444
49,3.7115,16,0.217013889
50,3.7125,16,0.265625
51,3.7135,16,0.192916667
52,3.7145,16,0.192777778
53,3.7155,16,0.192916667
54,3.7165,16,0.337083333
55,3.7175,16,0.216527778
56,3.7185,16,0.265
57,3.7195,16,0.192916667
58,3.7205,16,0.144861111
59,3.7215,16,0.24125
60,3.7225,16,0.192222222
61,3.7235,16,0.289305556
62,3.7245,16,0.096666667
63,3.7255,16,0.315347222
64,3.7265,16,0.169652778
65,3.7275,16,0.241666667
66,3.7285,16,0.096527778
67,3.7295,16,0.289444444
68,3.7305,16,0.048055556
69,3.7315,16,0.287638889
70,3.7325,16,0.191666667
71,3.7335,16,0.238611111
72,3.7345,16,0.190277778
73,3.7355,16,0.215
74,3.7365,16,0.143333333
75,3.7375,16,0.167916667
76,3.7385,16,0.047916667
77,3.7395,16,0.287916667
78,3.7405,16,0.192083333
79,3.7415,16,0.1675
80,3.7425,16,0.192222222
81,3.7435,16,0.071944444
82,3.7445,16,0.286666667
83,3.7455,16,0.191111111
84,3.7465,16,0.047638889
85,3.7475,16,0.26125
86,3.7485,16,0.07125
87,3.7495,16,0.2375
88,3.7505,16,0.190138889
89,3.7515,16,0.190138889
90,3.7525,16,0.142361111
91,3.7535,16,0.094583333
92,3.7545,16,0.21375
93,3.7555,16,0.02375
94,3.7565,16,0.285
95,3.7575,16,0.095138889
96,3.7585,16,0.238333333
97,3.7595,16,0.143333333
98,3.7605,16,0.142916667
99,3.7615,16,0.142916667
100,3.7625,16,0.118958333
101,3.7635,16,0.143194444
102,3.7645,16,0.261319444
103,3.7655,16,0.0475
104,3.7665,16,0.095
105,3.7675,16,0.19
106,3.7685,16,0.1425
107,3.7695,16,0.19
108,3.7705,16,0.16625
109,3.7715,16,0.0475
110,3.7725,16,0.095
111,3.7735,16,0.308472222
112,3.7745,16,0.031666667
113,3.7755,16,0.110555556
114,3.7765,16,0.331944444
115,3.7775,16,0.094583333
116,3.7785,16,0.070833333
117,3.7795,16,0.259583333
118,3.7805,16,0.047083333
119,3.7815,16,0.118055556
120,3.7825,16,0.117638889
121,3.7835,16,0.046944444
122,3.7845,16,0.282638889
123,3.7855,16,0.047222222
124,3.7865,16,0.188194444
125,3.7875,16,0.093888889
126,3.7885,16,0.234722222
127,3.7895,16,0.046944444
128,3.7905,16,0.203425926
129,3.7915,16,0.031296296
130,3.7925,16,0.234722222
131,3.7935,16,0.140833333
132,3.7945,16,0.187777778
133,3.7955,16,0.094027778
134,3.7965,16,0.165347222
135,3.7975,16,0.118263889
136,3.7985,16,0.047222222
137,3.7995,16,0.283333333
138,3.8005,16,0.094444444
139,3.8015,16,0.165277778
140,3.8025,16,0.165277778
141,3.8035,16,0.141666667
142,3.8045,16,0.094444444
143,3.8055,16,0.188888889
144,3.8065,16,0.094444444
145,3.8075,16,0.094444444
146,3.8085,16,0.345231481
147,3.8095,16,0.031296296
148,3.8105,16,0.164305556
149,3.8115,16,0.117361111
150,3.8125,16,0.093888889
151,3.8135,16,0.258472222
152,3.8145,16,0.070277778
153,3.8155,16,0.140416667
154,3.8165,16,0.1875
155,3.8175,16,0.117708333
156,3.8185,16,0.082534722
157,3.8195,16,0.023541667
158,3.8205,16,0.387326389
159,3.8215,16,0.046944444
160,3.8225,16,0.211180556
161,3.8235,16,0.140138889
162,3.8245,16,0.140208333
163,3.8255,16,0.140347222
164,3.8265,16,0.070208333
165,3.8275,16,0.186666667
166,3.8285,16,0.186666667
167,3.8295,16,0.186666667
168,3.8305,16,0.163333333
169,3.8315,16,0.116666667
170,3.8325,16,0.186666667
171,3.8335,16,0.093333333
172,3.8345,16,0.140277778
173,3.8355,16,0.14
174,3.8365,16,0.093333333
175,3.8375,16,0.233333333
176,3.8385,16,0.163333333
177,3.8395,16,0.07
178,3.8405,16,0.186666667
179,3.8415,16,0.163333333
180,3.8425,16,0.046666667
181,3.8435,16,0.163472222
182,3.8445,16,0.210416667
183,3.8455,16,0.21
184,3.8465,16,0.07
185,3.8475,16,0.256666667
186,3.8485,16,0.14
187,3.8495,16,0.093333333
188,3.8505,16,0.14
189,3.8515,16,0.14
190,3.8525,16,0.186666667
191,3.8535,16,0.07
192,3.8545,16,0.163333333
193,3.8555,16,0.162777778
194,3.8565,16,0.163333333
195,3.8575,16,0.14
196,3.8585,16,0.139583333
197,3.8595,16,0.139583333
198,3.8605,16,0.217777778
199,3.8615,16,0.10875
200,3.8625,16,0.162430556
201,3.8635,16,0.116319444
202,3.8645,16,0.186111111
203,3.8655,16,0.201944444
204,3.8665,16,0.031111111
205,3.8675,16,0.208611111
206,3.8685,16,0.1625
207,3.8695,16,0.077453704
208,3.8705,16,0.248101852
209,3.8715,16,0.046666667
210,3.8725,16,0.232916667
211,3.8735,16,0.139166667
212,3.8745,16,0.185555556
213,3.8755,16,0.092777778
214,3.8765,16,0.139166667
215,3.8775,16,0.231805556
216,3.8785,16,0.04625
217,3.8795,16,0.139166667
218,3.8805,16,0.208472222
219,3.8815,16,0.115972222
220,3.8825,16,0.185833333
221,3.8835,16,0.092777778
222,3.8845,16,0.185555556
223,3.8855,16,0.092777778
224,3.8865,16,0.139166667
225,3.8875,16,0.185555556
226,3.8885,16,0.092777778
227,3.8895,16,0.255138889
228,3.8905,16,0.092777778
229,3.8915,16,0.20875
230,3.8925,16,0.092777778
231,3.8935,16,0.139166667
232,3.8945,16,0.162361111
233,3.8955,16,0.115555556
234,3.8965,16,0.230972222
235,3.8975,16,0.092361111
236,3.8985,16,0.138333333
237,3.8995,16,0.138194444
238,3.9005,16,0.229583333
239,3.9015,16,0.184444444
240,3.9025,16,0.046111111
241,3.9035,16,0.184027778
242,3.9045,16,0.160972222
243,3.9055,16,0.115694444
244,3.9065,16,0.115486111
245,3.9075,16,0.208541667
246,3.9085,16,0.092222222
247,3.9095,16,0.161944444
248,3.9105,16,0.138888889
249,3.9115,16,0.069166667
250,3.9125,16,0.2075
251,3.9135,16,0.207361111
252,3.9145,16,0.16125
253,3.9155,16,0.069166667
254,3.9165,16,0.184444444
255,3.9175,16,0.161388889
256,3.9185,16,0.160972222
257,3.9195,16,0.091666667
258,3.9205,16,0.229166667
259,3.9215,16,0.045833333
260,3.9225,16,0.1375
261,3.9235,16,0.1375
262,3.9245,16,0.137222222
263,3.9255,16,0.183333333
264,3.9265,16,0.183055556
265,3.9275,16,0.20625
266,3.9285,16,0.091666667
267,3.9295,16,0.160694444
268,3.9305,16,0.137777778
269,3.9315,16,0.07662037
270,3.9325,16,0.198657407
271,3.9335,16,0.115138889
272,3.9345,16,0.275833333
273,3.9355,16,0.06875
274,3.9365,16,0.045833333
275,3.9375,16,0.1375
276,3.9385,16,0.183055556
277,3.9395,16,0.20625
278,3.9405,16,0.084027778
279,3.9415,16,0.030555556
280,3.9425,16,0.22875
281,3.9435,16,0.091111111
282,3.9445,16,0.242962963
283,3.9455,16,0.03037037
284,3.9465,16,0.205277778
285,3.9475,16,0.205
286,3.9485,16,0.091111111
287,3.9495,16,0.159375
288,3.9505,16,0.068125
289,3.9515,16,0.226666667
290,3.9525,16,0.226527778
291,3.9535,16,0.045416667
292,3.9545,16,0.227222222
293,3.9555,16,0.045555556
294,3.9565,16,0.181944444
295,3.9575,16,0.13625
296,3.9585,16,0.182083333
297,3.9595,16,0.159097222
298,3.9605,16,0.090694444
299,3.9615,16,0.226944444
300,3.9625,16,0.159375
301,3.9635,16,0.03037037
302,3.9645,16,0.106018519
303,3.9655,16,0.121481481
304,3.9665,16,0.151851852
305,3.9675,16,0.226527778
306,3.9685,16,0.113194444
307,3.9695,16,0.158472222
308,3.9705,16,0.181111111
309,3.9715,16,0.090555556
310,3.9725,16,0.181527778
311,3.9735,16,0.045555556
312,3.9745,16,0.204444444
313,3.9755,16,0.113333333
314,3.9765,16,0.13625
315,3.9775,16,0.090555556
316,3.9785,16,0.226388889
317,3.9795,16,0.135833333
318,3.9805,16,0.22625
319,3.9815,16,0.045138889
320,3.9825,16,0.135416667
321,3.9835,16,0.045
322,3.9845,16,0.225
323,3.9855,16,0.09
324,3.9865,16,0.180138889
325,3.9875,16,0.045138889
326,3.9885,16,0.270972222
327,3.9895,16,0.225972222
328,3.9905,16,0.03
329,3.9915,16,0.15
330,3.9925,16,0.09
331,3.9935,16,0.045
332,3.9945,16,0.270277778
333,3.9955,16,0.135
334,3.9965,16,0.158611111
335,3.9975,16,0.045277778
336,3.9985,16,0.158472222
337,3.9995,16,0.090555556
338,4.0005,16,0.135833333
339,4.0015,16,0.180833333
340,4.0025,16,0.240416667
341,4.0035,16,0.03
342,4.0045,16,0.2025
343,4.0055,16,0.0675
344,4.0065,16,0.203333333
345,4.0075,16,0.135833333
346,4.0085,16,0.067916667
347,4.0095,16,0.180694444
348,4.0105,16,0.045
349,4.0115,16,0.36
350,4.0125,16,0.0675
351,4.0135,16,0.045
352,4.0145,16,0.135
353,4.0155,16,0.1125
354,4.0165,16,0.089444444
355,4.0175,16,0.134027778
356,4.0185,16,0.20125
357,4.0195,16,0.171435185
358,4.0205,16,0.029814815
359,4.0215,16,0.134166667
360,4.0225,16,0.134166667
361,4.0235,16,0.178611111
362,4.0245,16,0.223055556
363,4.0255,16,0.044722222
364,4.0265,16,0.178888889
365,4.0275,16,0.156527778
366,4.0285,16,0.089444444
367,4.0295,16,0.111666667
368,4.0305,16,0.178611111
369,4.0315,16,0.088888889
370,4.0325,16,0.134027778
371,4.0335,16,0.15625
372,4.0345,16,0.156527778
373,4.0355,16,0.074537037
374,4.0365,16,0.149074074
375,4.0375,16,0.134166667
376,4.0385,16,0.119259259
377,4.0395,16,0.19337963
378,4.0405,16,0.044444444
379,4.0415,16,0.156319444
380,4.0425,16,0.066875
381,4.0435,16,0.268055556
382,4.0445,16,0.044722222
383,4.0455,16,0.157152778
384,4.0465,16,0.089930556
385,4.0475,16,0.112222222
386,4.0485,16,0.135
387,4.0495,16,0.134722222
388,4.0505,16,0.112222222
389,4.0515,16,0.1575
390,4.0525,16,0.18
391,4.0535,16,0.044861111
392,4.0545,16,0.201527778
393,4.0555,16,0.111805556
394,4.0565,16,0.089444444
395,4.0575,16,0.134166667
396,4.0585,16,0.134166667
397,4.0595,16,0.13375
398,4.0605,16,0.088888889
399,4.0615,16,0.222222222
400,4.0625,16,0.044444444
401,4.0635,16,0.088888889
402,4.0645,16,0.222222222
403,4.0655,16,0.14787037
404,4.0665,16,0.02962963
405,4.0675,16,0.133194444
406,4.0685,16,0.177638889
407,4.0695,16,0.088888889
408,4.0705,16,0.133333333
409,4.0715,16,0.222361111
410,4.0725,16,0.089305556
411,4.0735,16,0.074398148
412,4.0745,16,0.148935185
413,4.0755,16,0.133611111
414,4.0765,16,0.088888889
415,4.0775,16,0.177777778
416,4.0785,16,0.222222222
417,4.0795,16,0.088888889
418,4.0805,16,0.044444444
419,4.0815,16,0.133194444
420,4.0825,16,0.220833333
421,4.0835,16,0.044166667
422,4.0845,16,0.088333333
423,4.0855,16,0.088333333
424,4.0865,16,0.220833333
425,4.0875,16,0.220833333
426,4.0885,16,0.022083333
427,4.0895,16,0.022083333
428,4.0905,16,0.1325
429,4.0915,16,0.176388889
430,4.0925,16,0.066041667
431,4.0935,16,0.066180556
432,4.0945,16,0.308888889
433,4.0955,16,0.044166667
434,4.0965,16,0.088333333
435,4.0975,16,0.220833333
436,4.0985,16,0.1325
437,4.0995,16,0.044166667
438,4.1005,16,0.154861111
439,4.1015,16,0.125092593
440,4.1025,16,0.029351852
441,4.1035,16,0.234537037
442,4.1045,16,0.029351852
443,4.1055,16,0.087777778
444,4.1065,16,0.219444444
445,4.1075,16,0.117361111
446,4.1085,16,0.080694444
447,4.1095,16,0.109861111
448,4.1105,16,0.087916667
449,4.1115,16,0.248703704
450,4.1125,16,0.080462963
451,4.1135,16,0.065833333
452,4.1145,16,0.131666667
453,4.1155,16,0.175555556
454,4.1165,16,0.153611111
455,4.1175,16,0.087777778
456,4.1185,16,0.175555556
457,4.1195,16,0.087777778
458,4.1205,16,0.131388889
459,4.1215,16,0.065416667
460,4.1225,16,0.109027778
461,4.1235,16,0.065416667
462,4.1245,16,0.174444444
463,4.1255,16,0.087222222
464,4.1265,16,0.130833333
465,4.1275,16,0.15962963
466,4.1285,16,0.167175926
467,4.1295,16,0.087222222
468,4.1305,16,0.065416667
469,4.1315,16,0.087361111
470,4.1325,16,0.131388889
471,4.1335,16,0.175416667
472,4.1345,16,0.131527778
473,4.1355,16,0.04375
474,4.1365,16,0.152916667
475,4.1375,16,0.152638889
476,4.1385,16,0.152638889
477,4.1395,16,0.087222222
478,4.1405,16,0.130833333
479,4.1415,16,0.087222222
480,4.1425,16,0.087222222
481,4.1435,16,0.174166667
482,4.1445,16,0.151666667
483,4.1455,16,0.101111111
484,4.1465,16,0.028888889
485,4.1475,16,0.216666667
486,4.1485,16,0.13
487,4.1495,16,0.086666667
488,4.1505,16,0.072222222
489,4.1515,16,0.079444444
490,4.1525,16,0.13
491,4.1535,16,0.152083333
492,4.1545,16,0.065208333
493,4.1555,16,0.108541667
494,4.1565,16,0.130138889
495,4.1575,16,0.116296296
496,4.1585,16,0.101481481
497,4.1595,16,0.087222222
498,4.1605,16,0.130833333
499,4.1615,16,0.087222222
500,4.1625,16,0.232546296
501,4.1635,16,0.028981481
502,4.1645,16,0.195
503,4.1655,16,0.065
504,4.1665,16,0.151666667
505,4.1675,16,0.065
506,4.1685,16,0.173333333
507,4.1695,16,0.086527778
508,4.1705,16,1.004027778
509,4.1715,16,0.084444444
510,4.1725,16,0.147777778
511,4.1735,16,0.147777778
512,4.1745,16,0.137222222
513,4.1755,16,0.116111111
514,4.1765,16,0.137222222
515,4.1775,16,0.095
516,4.1785,16,0.179444444
517,4.1795,16,0.052777778
518,4.1805,16,0.105555556
519,4.1815,16,0.19
520,4.1825,16,0.105555556
521,4.1835,16,0.126666667
522,4.1845,16,0.021111111
523,4.1855,16,0.147777778
524,4.1865,16,0.147777778
525,4.1875,16,0.147777778
526,4.1885,16,0.084444444
527,4.1895,16,0.063333333
528,4.1905,16,0.179444444
529,4.1915,16,0.073888889
530,4.1925,16,0.105555556
531,4.1935,16,0.126666667
532,4.1945,16,0.105555556
533,4.1955,16,0.084444444
534,4.1965,16,0.147777778
535,4.1975,16,0.105555556
536,4.1985,16,0.116111111
537,4.1995,16,0.137222222
538,4.2005,16,0.116111111
539,4.2015,16,0.052777778
540,4.2025,16,0.126666667
541,4.2035,16,0.147777778
542,4.2045,16,0.084444444
543,4.2055,16,0.084444444
544,4.2065,16,0.147777778
545,4.2075,16,0.084444444
546,4.2085,16,0.126666667
547,4.2095,16,0.105555556
548,4.2105,16,0.105555556
549,4.2115,16,0.042222222
550,4.2125,16,0.147777778
551,4.2135,16,0.147777778
552,4.2145,16,0.021111111
553,4.2155,16,0.168888889
554,4.2165,16,0.105555556
555,4.2175,16,0.105555556
556,4.2185,16,0.126666667
557,4.2195,16,0.084444444
558,4.2205,16,0.105555556
559,4.2215,16,0.105555556
560,4.2225,16,0.063333333
561,4.2235,16,0.158333333
562,4.2245,16,0.031666667
563,4.2255,16,0.168888889
564,4.2265,16,0.042222222
565,4.2275,16,0.168888889
566,4.2285,16,0.042222222
567,4.2295,16,0.126666667
568,4.2305,16,0.147777778
569,4.2315,16,0.042222222
570,4.2325,16,0.105555556
571,4.2335,16,0.126666667
572,4.2345,16,0.105555556
573,4.2355,16,0.042222222
574,4.2365,16,0.168888889
0,3.6055,15,0.000721618
1,3.6065,15,0.000721618
2,3.6075,15,0.000721618
3,3.6085,15,0.000721618
4,3.6095,15,0.000721618
5,3.6105,15,0.000721618
6,3.6115,15,0.000721618
7,3.6125,15,0.000721618
8,3.6135,15,0.000721618
9,3.6145,15,0.000721618
10,3.6155,15,0.000721618
11,3.6165,15,0.000721618
12,3.6175,15,0.000721618
13,3.6185,15,0.000721618
14,3.6195,15,0.000721618
15,3.6205,15,0.000721618
16,3.6215,15,0.000721618
17,3.6225,15,0.000721618
18,3.6235,15,0.000721618
19,3.6245,15,0.000721618
20,3.6255,15,0.000721618
21,3.6265,15,0.000721618
22,3.6275,15,0.000721618
23,3.6285,15,0.000721618
24,3.6295,15,0.000721618
25,3.6305,15,0.000721618
26,3.6315,15,0.000721618
27,3.6325,15,0.000721618
28,3.6335,15,0.000721618
29,3.6345,15,0.000721618
30,3.6355,15,0.000721618
31,3.6365,15,0.000721618
32,3.6375,15,0.000721618
33,3.6385,15,0.000721618
34,3.6395,15,0.000721618
35,3.6405,15,0.000721618
36,3.6415,15,0.000721618
37,3.6425,15,0.000721618
38,3.6435,15,0.000721618
39,3.6445,15,0.000721618
40,3.6455,15,0.000721618
41,3.6465,15,0.000721618
42,3.6475,15,0.000721618
43,3.6485,15,0.000721618
44,3.6495,15,0.000721618
45,3.6505,15,0.000721618
46,3.6515,15,0.007231481
47,3.6525,15,0.007231481
48,3.6535,15,0.007231481
49,3.6545,15,0.007231481
50,3.6555,15,0.007231481
51,3.6565,15,0.007231481
52,3.6575,15,0.007231481
53,3.6585,15,0.007231481
54,3.6595,15,0.007231481
55,3.6605,15,0.007231481
56,3.6615,15,0.007231481
57,3.6625,15,0.007231481
58,3.6635,15,0.007231481
59,3.6645,15,0.007231481
60,3.6655,15,0.007231481
61,3.6665,15,0.209151235
62,3.6675,15,0.015123457
63,3.6685,15,0.015123457
64,3.6695,15,0.015123457
65,3.6705,15,0.015123457
66,3.6715,15,0.015123457
67,3.6725,15,0.015123457
68,3.6735,15,0.015123457
69,3.6745,15,0.015123457
70,3.6755,15,0.015123457
71,3.6765,15,0.015123457
72,3.6775,15,0.015123457
73,3.6785,15,0.015123457
74,3.6795,15,0.03962522
75,3.6805,15,0.064126984
76,3.6815,15,0.064126984
77,3.6825,15,0.064126984
78,3.6835,15,0.024902778
79,3.6845,15,0.024902778
80,3.6855,15,0.024902778
81,3.6865,15,0.024902778
82,3.6875,15,0.024902778
83,3.6885,15,0.024902778
84,3.6895,15,0.024902778
85,3.6905,15,0.024902778
86,3.6915,15,0.024902778
87,3.6925,15,0.024902778
88,3.6935,15,0.101388889
89,3.6945,15,0.101388889
90,3.6955,15,0.32725
91,3.6965,15,0.045888889
92,3.6975,15,0.045888889
93,3.6985,15,0.045888889
94,3.6995,15,0.045888889
95,3.7005,15,0.536916667
96,3.7015,15,0.035444444
97,3.7025,15,0.035444444
98,3.7035,15,0.035444444
99,3.7045,15,0.035444444
100,3.7055,15,0.035444444
101,3.7065,15,0.035444444
102,3.7075,15,0.035444444
103,3.7085,15,0.654583333
104,3.7095,15,0.613333333
105,3.7105,15,0.589083333
106,3.7115,15,0.082
107,3.7125,15,0.068222222
108,3.7135,15,0.054444444
109,3.7145,15,0.054444444
110,3.7155,15,0.054444444
111,3.7165,15,0.054444444
112,3.7175,15,0.079801587
113,3.7185,15,0.079801587
114,3.7195,15,0.079801587
115,3.7205,15,1.734761905
116,3.7215,15,0.1721875
117,3.7225,15,0.127708333
118,3.7235,15,0.210381944
119,3.7245,15,0.195439815
120,3.7255,15,0.097824074
121,3.7265,15,0.097824074
122,3.7275,15,0.447384259
123,3.7285,15,0.200555556
124,3.7295,15,0.338489583
125,3.7305,15,0.0753125
126,3.7315,15,0.0753125
127,3.7325,15,0.0753125
128,3.7335,15,0.688368056
129,3.7345,15,0.076979167
130,3.7355,15,0.076979167
131,3.7365,15,0.076979167
132,3.7375,15,0.672239583
133,3.7385,15,0.419351852
134,3.7395,15,0.105046296
135,3.7405,15,0.105046296
136,3.7415,15,13.46555556
137,3.7425,15,0.116388889
138,3.7435,15,0.105666667
139,3.7445,15,0.094944444
140,3.7455,15,0.094944444
141,3.7465,15,0.118888889
142,3.7475,15,0.118888889
143,3.7485,15,0.162407407
144,3.7495,15,0.597910053
145,3.7505,15,0.035634921
146,3.7515,15,0.035634921
147,3.7525,15,0.035634921
148,3.7535,15,0.035634921
149,3.7545,15,0.035634921
150,3.7555,15,0.035634921
151,3.7565,15,0.534345238
152,3.7575,15,0.034833333
153,3.7585,15,0.034833333
154,3.7595,15,0.034833333
155,3.7605,15,0.034833333
156,3.7615,15,0.034833333
157,3.7625,15,0.034833333
158,3.7635,15,0.034833333
159,3.7645,15,0.19537963
